Place,The type of place,Year,Month,Cause of death (Russian),Cause of death (English),Flu related?,male deaths,female deaths,total deaths,newcomers,prisoners in transit,babies up to 6 months,babies from 6 months to 1 year,babies from 1 year to 5 years,from 5 to 10,from 10 to 15,from 15 to 20,from 20 to 30,from 30 to 40,from 40 to 50,from 50 to 60,from 60 to 70,from 70 to 80,over 80,age is unknown,,
Moscow,provincial city,1891,July,прочие злокачеств. опухоли,other malignant tumor,,2,3,5,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,,
Moscow,provincial city,1891,July,болезни нервной системы,diseases of the nervous system,,63,61,124,4,0,21,3,16,3,3,2,12,7,13,15,15,10,3,1,,
Moscow,provincial city,1891,July,болезни кровеносной системы,blood disease,,52,55,107,4,0,2,0,0,1,1,1,5,9,13,21,44,9,1,0,,
Moscow,provincial city,1891,July,болезни дыхат. Органов,respiratory disease,yes,273,209,482,5,4,250,35,59,4,3,4,14,22,19,18,32,17,5,0,,
Moscow,provincial city,1891,July,чахотка легких,pulmonary tuberculosis,yes,237,133,370,22,21,0,0,5,4,2,19,97,83,70,45,36,9,0,0,,
Moscow,provincial city,1891,July,болезни пищеварит. Органов,diseases of the digestive organs,,26,19,45,3,0,4,1,1,2,1,1,5,8,8,9,5,0,0,0,,
Moscow,provincial city,1891,July,желудочно-кишечный катар,gastro-intestinal infection,yes,685,597,1282,12,4,729,344,181,0,1,0,3,2,5,8,8,1,0,0,,
Moscow,provincial city,1891,July,болезни мочевых органов,urinary tract diseases,,31,10,41,5,0,0,0,1,0,0,1,7,2,12,8,8,2,0,0,,
Moscow,provincial city,1891,July,болезни половых орагнов,diseases of the genitals,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,July,"болезни костей, суставов и мышц ",bone disease,,2,4,6,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,,
Moscow,provincial city,1891,July,болезни кожи и подкожной клечатки,skin disease,,6,2,8,0,0,0,1,0,0,0,0,1,0,1,4,0,1,0,0,,
Moscow,provincial city,1891,July,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,2,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,,
Moscow,provincial city,1891,July,врожденная слабость,inherent weakness,,172,152,324,2,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,July,старческая дряхлость,senile senility,,61,183,244,0,1,0,0,0,0,0,0,0,0,0,11,74,96,63,0,,
Moscow,provincial city,1891,July,врожденные пороки развития,congenital malformation,,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,July,причина неизвестна,unknown reason,,49,19,68,5,0,22,0,0,0,0,2,8,9,8,13,5,0,0,1,,
Moscow,provincial city,1891,July,причина неточно определена,wrong reason,,9,11,20,0,0,3,0,1,1,0,0,2,0,2,3,7,1,0,0,,
Moscow,provincial city,1891,July,несчастные случаи,acciden,,7,1,8,1,0,0,0,1,1,0,0,3,0,1,2,0,0,0,0,,
Moscow,provincial city,1891,July,самоубийства,suicides,,7,1,8,1,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,,
Moscow,provincial city,1891,July,убийства,murders,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,July,прочие болезни,other disease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,July,"смерть насильственная, но род не определен",violent death,,15,2,17,3,0,0,0,0,0,0,2,3,5,2,1,3,1,0,0,,
Moscow,provincial city,1891,August,тиф сыпной,spotted fever,,3,1,4,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,тиф брюшной,enteric fever,,19,3,22,5,0,0,0,0,0,0,5,14,1,2,0,0,0,0,0,,
Moscow,provincial city,1891,August,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,тиф без означения формы,typhus,,3,1,4,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,,
Moscow,provincial city,1891,August,послеродовая горячка,puerperal fever,,0,6,6,2,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,,
Moscow,provincial city,1891,August,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,оспа,smallpox,,4,2,6,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,August,скарлатина,scarlet fever,,13,11,24,3,2,0,3,14,5,2,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,корь,measles,,6,6,12,0,1,0,2,8,1,1,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,кровавый понос,bloody diarrhoea,,41,25,66,5,5,1,7,1,3,2,3,4,4,12,13,13,2,0,1,,
Moscow,provincial city,1891,August,дифтерит,pseudomembranous inflammation,,10,12,22,3,0,3,1,9,7,1,1,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,круп,croup,yes,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,крупозная пневмония,pulmonic fever,yes,27,26,53,4,2,1,2,2,1,1,4,4,9,13,8,6,1,1,0,,
Moscow,provincial city,1891,August,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,коклюш,whooping-cough,yes,4,5,9,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,сифилис,syphilis,,2,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,водобоязнь,rabies,,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
Moscow,provincial city,1891,August,сибирская язва,Siberian plague / anthrax,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,August,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,рожа,wildfire,,6,2,8,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,,
Moscow,provincial city,1891,August,пиэмия,pyemia,,12,0,12,0,0,0,0,0,0,0,1,2,3,5,1,0,0,0,0,,
Moscow,provincial city,1891,August,септицемия,septicaemia,,7,6,13,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Moscow,provincial city,1891,August,малокровие и хлороз,anemia,,1,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,золотуха,scrofula,,1,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,английская болезнь,english disease,,11,5,16,0,0,3,2,10,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,острый туберкулез,tuberculosis,,8,6,14,0,0,3,2,3,2,2,1,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,сахарное мочеизнурение,diabetes,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Moscow,provincial city,1891,August,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,ревматизм,rheumatism,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,скорбут,scurvy,,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,алкоголизм,alcoholism,,4,1,5,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,,
Moscow,provincial city,1891,August,рак,cancer,,23,35,58,2,0,0,0,0,0,0,0,0,4,9,18,18,9,0,0,,
Moscow,provincial city,1891,August,прочие злокачеств. опухоли,other malignant tumor,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,August,болезни нервной системы,diseases of the nervous system,,58,40,98,5,0,4,2,11,1,4,1,9,12,10,11,21,9,1,2,,
Moscow,provincial city,1891,August,болезни кровеносной системы,blood disease,,23,30,53,0,0,1,0,0,0,0,0,6,5,9,11,13,6,1,1,,
Moscow,provincial city,1891,August,болезни дыхат. Органов,respiratory disease,yes,147,149,296,8,4,143,29,50,2,1,3,5,8,10,12,21,10,2,0,,
Moscow,provincial city,1891,August,чахотка легких,pulmonary tuberculosis,yes,218,138,356,26,11,0,1,2,1,3,20,80,95,72,54,20,4,3,1,,
Moscow,provincial city,1891,August,болезни пищеварит. Органов,diseases of the digestive organs,,23,25,48,5,0,5,0,2,0,1,3,9,10,9,3,5,1,0,0,,
Moscow,provincial city,1891,August,желудочно-кишечный катар,gastro-intestinal infection,yes,340,299,639,6,2,286,174,157,3,1,0,4,2,2,6,3,1,0,0,,
Moscow,provincial city,1891,August,болезни мочевых органов,urinary tract diseases,,16,17,33,1,0,0,0,1,0,0,2,1,4,3,7,11,1,0,0,,
Moscow,provincial city,1891,August,болезни половых орагнов,diseases of the genitals,,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,"болезни костей, суставов и мышц ",bone disease,,8,3,11,3,0,0,0,0,0,2,0,1,0,5,1,2,0,0,0,,
Moscow,provincial city,1891,August,болезни кожи и подкожной клечатки,skin disease,,4,2,6,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,,
Moscow,provincial city,1891,August,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,August,врожденная слабость,inherent weakness,,106,95,201,3,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,старческая дряхлость,senile senility,,59,84,143,3,4,0,0,0,0,0,0,0,0,1,7,56,50,28,1,,
Moscow,provincial city,1891,August,врожденные пороки развития,congenital malformation,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,причина неизвестна,unknown reason,,30,14,44,1,0,3,2,0,0,0,1,3,13,6,8,5,1,1,1,,
Moscow,provincial city,1891,August,причина неточно определена,wrong reason,,14,15,29,1,0,3,0,1,0,1,0,3,2,5,2,7,5,0,0,,
Moscow,provincial city,1891,August,несчастные случаи,acciden,,17,8,25,0,0,0,0,4,3,1,3,6,6,1,0,0,0,1,0,,
Moscow,provincial city,1891,August,самоубийства,suicides,,6,2,8,1,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,,
Moscow,provincial city,1891,August,убийства,murders,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,прочие болезни,other disease,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,August,"смерть насильственная, но род не определен",violent death,,1,3,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,
Moscow,provincial city,1891,September,тиф сыпной,spotted fever,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,тиф брюшной,enteric fever,,19,7,26,2,0,0,0,0,0,0,1,11,7,3,4,0,0,0,0,,
Moscow,provincial city,1891,September,возвратная горячка,fever,,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,тиф без означения формы,typhus,,2,1,3,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,
Moscow,provincial city,1891,September,послеродовая горячка,puerperal fever,,0,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,оспа,smallpox,,5,1,6,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,скарлатина,scarlet fever,,26,20,46,0,0,0,1,22,15,6,1,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,September,корь,measles,,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,кровавый понос,bloody diarrhoea,,16,10,26,1,2,0,1,5,1,0,0,2,1,5,6,2,3,0,0,,
Moscow,provincial city,1891,September,дифтерит,pseudomembranous inflammation,,17,21,38,2,1,1,6,14,11,3,1,0,0,0,1,0,1,0,0,,
Moscow,provincial city,1891,September,круп,croup,yes,3,3,6,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,крупозная пневмония,pulmonic fever,yes,19,24,43,1,2,0,0,1,0,0,3,4,7,8,8,9,3,0,0,,
Moscow,provincial city,1891,September,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,коклюш,whooping-cough,yes,4,2,6,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,сифилис,syphilis,,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,водобоязнь,rabies,,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,
Moscow,provincial city,1891,September,сибирская язва,Siberian plague / anthrax,,2,3,5,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,рожа,wildfire,,2,5,7,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,0,,
Moscow,provincial city,1891,September,пиэмия,pyemia,,4,3,7,2,0,0,0,0,0,0,0,2,1,0,2,1,1,0,0,,
Moscow,provincial city,1891,September,септицемия,septicaemia,,5,6,11,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,малокровие и хлороз,anemia,,1,3,4,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,September,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,золотуха,scrofula,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,английская болезнь,english disease,,3,4,7,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,острый туберкулез,tuberculosis,,2,1,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,
Moscow,provincial city,1891,September,сахарное мочеизнурение,diabetes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,подагра,gout,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
Moscow,provincial city,1891,September,ревматизм,rheumatism,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
Moscow,provincial city,1891,September,скорбут,scurvy,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,верлгофова болезнь,disease vergola,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,алкоголизм,alcoholism,,7,3,10,0,0,0,0,0,0,0,0,4,2,1,3,0,0,0,0,,
Moscow,provincial city,1891,September,рак,cancer,,31,40,71,5,2,0,0,0,0,0,0,3,4,20,19,16,9,0,0,,
Moscow,provincial city,1891,September,прочие злокачеств. опухоли,other malignant tumor,,1,3,4,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,September,болезни нервной системы,diseases of the nervous system,,58,32,90,4,0,8,4,14,4,2,2,5,7,10,14,11,9,0,0,,
Moscow,provincial city,1891,September,болезни кровеносной системы,blood disease,,36,34,70,4,0,3,0,0,1,1,1,2,12,16,10,17,5,2,0,,
Moscow,provincial city,1891,September,болезни дыхат. Органов,respiratory disease,yes,114,129,243,8,0,119,23,53,3,0,0,6,6,7,9,10,5,2,0,,
Moscow,provincial city,1891,September,чахотка легких,pulmonary tuberculosis,yes,178,105,283,16,12,0,1,3,2,20,0,60,64,61,38,24,8,1,1,,
Moscow,provincial city,1891,September,болезни пищеварит. Органов,diseases of the digestive organs,,19,27,46,1,0,10,0,0,1,1,0,9,5,5,10,4,1,0,0,,
Moscow,provincial city,1891,September,желудочно-кишечный катар,gastro-intestinal infection,yes,163,134,297,9,1,132,71,69,1,0,1,4,5,6,4,3,1,0,0,,
Moscow,provincial city,1891,September,болезни мочевых органов,urinary tract diseases,,19,16,35,4,0,0,0,1,0,0,2,4,7,6,10,3,1,1,0,,
Moscow,provincial city,1891,September,болезни половых орагнов,diseases of the genitals,,0,4,4,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,,
Moscow,provincial city,1891,September,"болезни костей, суставов и мышц ",bone disease,,5,5,10,1,0,0,0,1,2,1,0,1,1,1,0,1,2,0,0,,
Moscow,provincial city,1891,September,болезни кожи и подкожной клечатки,skin disease,,2,2,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,,
Moscow,provincial city,1891,September,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,врожденная слабость,inherent weakness,,84,94,178,0,1,178,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,старческая дряхлость,senile senility,,46,97,143,0,0,0,0,0,0,0,0,0,0,0,7,51,57,28,0,,
Moscow,provincial city,1891,September,врожденные пороки развития,congenital malformation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,причина неизвестна,unknown reason,,44,24,68,3,0,22,0,1,0,0,0,5,12,11,10,5,1,0,1,,
Moscow,provincial city,1891,September,причина неточно определена,wrong reason,,9,6,15,1,0,1,1,0,0,0,0,0,0,2,3,5,3,0,0,,
Moscow,provincial city,1891,September,несчастные случаи,acciden,,3,4,7,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,,
Moscow,provincial city,1891,September,самоубийства,suicides,,7,1,8,1,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,,
Moscow,provincial city,1891,September,убийства,murders,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,September,прочие болезни,other disease,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,September,"смерть насильственная, но род не определен",violent death,,5,0,5,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,тиф сыпной,spotted fever,,5,0,5,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,тиф брюшной,enteric fever,,14,6,20,4,0,0,0,0,0,1,5,4,5,5,0,0,0,0,0,,
Moscow,provincial city,1891,October,возвратная горячка,fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,тиф без означения формы,typhus,,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,послеродовая горячка,puerperal fever,,0,8,8,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,перемежающаяся лихорадка,remittent fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,оспа,smallpox,,5,5,10,0,0,0,2,3,0,1,2,1,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,October,скарлатина,scarlet fever,,34,30,64,0,0,2,3,33,21,2,3,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,корь,measles,,11,8,19,0,2,0,3,15,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,кровавый понос,bloody diarrhoea,,10,2,12,0,2,1,0,0,3,0,0,1,1,2,3,0,1,0,0,,
Moscow,provincial city,1891,October,дифтерит,pseudomembranous inflammation,,24,25,49,0,1,6,2,22,13,3,2,1,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,круп,croup,yes,3,1,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,крупозная пневмония,pulmonic fever,yes,24,31,55,2,0,2,0,1,0,1,1,4,7,11,11,15,2,0,0,,
Moscow,provincial city,1891,October,холера,cholera,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,цереброспин. Менингит,spotted fever,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,коклюш,whooping-cough,yes,2,5,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сифилис,syphilis,,3,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,водобоязнь,rabies,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сибирская язва,Siberian plague / anthrax,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сап,glanders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,рожа,wildfire,,3,6,9,2,0,5,0,0,0,0,0,0,0,2,0,1,1,0,0,,
Moscow,provincial city,1891,October,пиэмия,pyemia,,5,1,6,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,септицемия,septicaemia,,9,4,13,0,0,12,0,0,0,0,0,1,2,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,малокровие и хлороз,anemia,,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,белокровие,leukemia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,золотуха,scrofula,,2,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,английская болезнь,english disease,,4,8,12,0,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,острый туберкулез,tuberculosis,,3,1,4,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,сахарное мочеизнурение,diabetes,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Moscow,provincial city,1891,October,подагра,gout,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,ревматизм,rheumatism,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,скорбут,scurvy,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,верлгофова болезнь,disease vergola,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,гемофилия,hemophilia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,алкоголизм,alcoholism,,8,1,9,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,1,,
Moscow,provincial city,1891,October,рак,cancer,,22,32,54,6,0,0,0,0,0,0,0,1,5,13,15,15,5,0,0,,
Moscow,provincial city,1891,October,прочие злокачеств. опухоли,other malignant tumor,,3,1,4,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,,
Moscow,provincial city,1891,October,болезни нервной системы,diseases of the nervous system,,72,51,123,2,1,16,4,13,3,4,7,5,15,12,12,20,9,2,1,,
Moscow,provincial city,1891,October,болезни кровеносной системы,blood disease,,49,45,94,4,1,5,1,3,0,3,1,8,13,11,19,22,8,0,0,,
Moscow,provincial city,1891,October,болезни дыхат. Органов,respiratory disease,yes,123,131,254,3,3,88,30,69,2,0,0,3,4,4,22,21,6,1,0,,
Moscow,provincial city,1891,October,чахотка легких,pulmonary tuberculosis,yes,202,113,315,22,9,0,0,5,1,2,10,71,76,65,53,28,3,1,0,,
Moscow,provincial city,1891,October,болезни пищеварит. Органов,diseases of the digestive organs,,28,19,47,5,0,8,1,1,0,0,0,11,6,4,10,4,1,1,0,,
Moscow,provincial city,1891,October,желудочно-кишечный катар,gastro-intestinal infection,yes,93,71,164,3,0,86,24,38,5,0,0,1,1,3,4,2,0,0,0,,
Moscow,provincial city,1891,October,болезни мочевых органов,urinary tract diseases,,18,23,41,5,0,0,0,1,3,0,0,9,5,12,7,3,1,0,0,,
Moscow,provincial city,1891,October,болезни половых орагнов,diseases of the genitals,,0,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,,
Moscow,provincial city,1891,October,"болезни костей, суставов и мышц ",bone disease,,1,2,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,
Moscow,provincial city,1891,October,болезни кожи и подкожной клечатки,skin disease,,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
Moscow,provincial city,1891,October,болезни лимфатических сосудов и желез,diseases of the lymphatic vessels,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,врожденная слабость,inherent weakness,,83,64,147,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,старческая дряхлость,senile senility,,37,80,117,1,0,0,0,0,0,0,0,0,0,1,8,44,49,15,0,,
Moscow,provincial city,1891,October,врожденные пороки развития,congenital malformation,,4,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,причина неизвестна,unknown reason,,42,19,61,4,0,14,0,0,1,0,0,6,7,6,12,11,3,1,0,,
Moscow,provincial city,1891,October,причина неточно определена,wrong reason,,8,9,17,1,0,0,1,1,0,0,0,0,2,5,1,5,2,0,0,,
Moscow,provincial city,1891,October,несчастные случаи,acciden,,5,2,7,2,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,самоубийства,suicides,,4,1,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,,
Moscow,provincial city,1891,October,убийства,murders,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Moscow,provincial city,1891,October,прочие болезни,other disease,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
